Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality,Density,juiciness_scaled,ripeness_scaled,acidity_scaled,size_scaled,weight_scaled,sweetness_scaled,crunchiness_scaled
-1.135602,-0.873766,1.30467,0.872166,1.667877,-3.52917,0.675818,good,0.7694297826175016,0.5725350622453343,0.17824387770335226,0.533209150238837,0.4437284215231224,0.48499300107676924,0.6178994063108049,0.5065645038980147
-3.4254,-1.409082,-1.913511,-0.555775,-3.853071,1.914616,-2.981523,bad,0.411362760553512,0.15824542446140333,0.593722800859321,0.27949624821560803,0.2748402243092122,0.4436257096098299,0.3753729350706939,0.40214399948518853
-2.025515,-1.073744,-0.565388,-0.321395,0.454941,0.248735,3.66977,bad,0.5301091327390812,0.48151685013844797,0.4665799550556858,0.7409021847243418,0.3780912770032903,0.4695394218581851,0.476969307054629,0.41928341758739174
-0.089022,0.664595,-1.784197,0.744093,1.098127,1.647645,-3.484109,bad,-7.465514142571499,0.5297812596144466,0.5733471241530964,0.24463142358584378,0.5209208242766117,0.6038719956675761,0.385118212947216,0.4971989577993566
-4.272013,0.021266,2.420558,1.756026,-1.221867,-0.395618,2.020624,bad,-0.004977981106330903,0.3556898764098061,0.4174018480227646,0.626499503235249,0.212396749684874,0.5541578487858564,0.701994234705847,0.5711982016700659
1.331606,1.635956,0.875974,-1.677798,3.106344,-1.847417,2.414171,good,1.2285585976632727,0.6804770266315481,0.30659810129963616,0.6538001983174236,0.6257018144912956,0.6789352734448473,0.585592296140572,0.32009424559284116
-0.936156,0.30012,-1.943791,1.196775,-1.966994,-0.662339,-0.651473,good,-0.32058759437529644,0.2997758567644432,0.39704525173792105,0.44113382791058986,0.45843892235399286,0.5757066810545013,0.37309099333119866,0.5303020641452119
-3.655226,0.557338,-0.326563,2.160424,5.027976,-1.980611,-2.031058,good,-0.15247702878016298,0.8246754913216721,0.29643251071785426,0.3454308256645001,0.25788899157475953,0.5955835612085472,0.4949674819534055,0.6007704621090741
2.338462,-0.579645,-2.40232,-1.038325,0.388443,1.49194,0.436921,good,-0.24787445765635704,0.4765268679228292,0.5614634561084672,0.5166366591436279,0.6999643017037086,0.5077216120907267,0.3385356279458282,0.3668567471376411
-1.995462,-0.428958,1.530644,-0.742972,0.158834,0.974438,-1.470125,good,0.2149667595774813,0.4592971042224773,0.5219668312060444,0.384343232046786,0.3803078904298326,0.5193661604496003,0.6349291124746325,0.38845491487695344
-0.533448,-1.605149,-5.715134,3.093681,-3.303009,2.255091,-1.981574,bad,3.0090074384007437,0.1995218477747011,0.6197084267383561,0.3488635734568764,0.4881413800046762,0.4284743583779437,0.08887748587897831,0.6690163957203374
-1.774167,-0.216195,0.410931,0.757487,1.04485,-0.930623,2.189274,bad,0.12185718706299914,0.5257833757306979,0.37656936465860236,0.6381988993063885,0.3966299038137434,0.5358077183973926,0.5505460269080723,0.4981784157994458
-4.11818,-0.231651,2.236191,1.495206,1.875913,0.036227,3.72512,bad,0.05625081953678567,0.5881459970134245,0.4503609863081949,0.744741861999987,0.22374298111751895,0.5346133344131422,0.6881000883159685,0.5521253156327902
-3.867632,-3.734514,0.986429,-1.207655,2.292873,4.080921,-4.871905,bad,0.9655815237850964,0.6194345016996465,0.7590588498199876,0.14835881718238592,0.24222260247955646,0.2639247043520984,0.5939163342791435,0.35447421591805717
0.617174,-1.361686,-2.621163,-1.075201,3.260811,1.326729,-0.805295,bad,-2.206324310486184,0.6920681659575425,0.5488542741212397,0.430463062998317,0.5730075888382343,0.4472883016981797,0.3220433235833329,0.36416012975588136
-1.912068,-1.205842,-3.64744,1.101009,-2.65518,2.269523,-2.197878,bad,0.6306480731856817,0.2481346660363341,0.620809901303849,0.33385837827293474,0.386458765886295,0.45933136443378575,0.24470170130513058,0.5232990198838603
0.655191,1.327016,-3.363186,2.936747,-0.248974,-0.520332,0.999308,bad,2.0253880166241602,0.4286953618033512,0.4078834653342325,0.5556499307609415,0.5758116015037539,0.6550615035112075,0.26612346706531825,0.6575403421302224
-0.727983,-0.44282,-4.092223,0.597513,0.393714,1.620857,2.185608,bad,0.6082834351901074,0.47692240156682647,0.5713026188412597,0.6379445857220613,0.47379309887026694,0.5182949550413652,0.21118225306477673,0.48648005727277177
-0.036515,-0.979888,-0.985868,-0.241794,4.411388,-1.870525,1.970784,good,26.835218403395864,0.7784069846844209,0.30483445979053053,0.6230420594155894,0.5247935731265586,0.4767922753277639,0.44528136575268173,0.4251043699739157
-0.288879,-0.779341,1.013418,1.22057,1.674268,-0.871922,0.06761,bad,2.6978111943062664,0.5730146402227174,0.38104952392059,0.4910172363008848,0.5061800093966177,0.4922898248159546,0.595950261809105,0.5320421121601531
-0.826259,-2.3987,-2.721265,0.921567,-5.498667,1.652619,-2.085342,bad,2.9030848680619514,0.034760586209225286,0.5737267482168964,0.34166509772897835,0.4665445745596534,0.3671515966617215,0.3144995015223371,0.5101770322437222
-2.699336,-1.329507,-1.418507,-0.625546,2.371074,3.403165,-2.810808,bad,0.49253112617325145,0.6253026721595641,0.7073313695254836,0.2913388951191632,0.3283923891822361,0.4497749788610417,0.41267710577139094,0.3970418818112879
-3.943658,-0.792984,0.099417,1.245085,2.432161,1.616127,4.308434,bad,0.20107828822884743,0.6298866151895124,0.5709416172687277,0.7852068576705514,0.23661516720300163,0.49123554293855237,0.5270699106915226,0.5338348113442793
-0.509275,-1.615254,1.423952,1.600771,0.676753,0.981744,1.034309,good,3.171673457365863,0.49816153020718423,0.5225244374404882,0.5580779803422398,0.48992430338536386,0.4276934803913462,0.6268886591037531,0.5598449276814252
-0.198773,-1.249758,1.778494,1.302545,-5.314308,-1.554593,0.809907,bad,6.28736297183219,0.048594808761621755,0.3289469225417319,0.5425110199084666,0.512825940565287,0.4559376942052439,0.6536074235754877,0.5380366671517399
2.45096,-0.564177,-1.635041,0.9424,-2.087317,1.214322,1.294324,good,-0.2301861311486112,0.2907468689733834,0.5402751824164606,0.5761154453255624,0.7082617953735303,0.5089169233917352,0.3963588107707349,0.5117004791987662
-0.553438,-1.485231,1.178211,-0.766074,0.726137,1.214321,-3.315903,good,2.6836447804451447,0.5018672849928336,0.540275106094775,0.2563000189937424,0.48666698136239156,0.4377411892930152,0.608369285094331,0.3867655436123528
1.464742,-3.362116,-2.567966,2.725427,1.962866,-0.537778,1.788154,good,-2.295363961707932,0.5946709139070859,0.4065519572085679,0.6103728586775389,0.6355215012166187,0.2927022798546153,0.32605232142731994,0.6420872239744173
-2.528145,1.239934,-1.492239,3.021035,-4.1551,-1.710012,0.30722,good,-0.49045209036665227,0.1355812941326549,0.31708508249916273,0.5076391888215237,0.34101889133187835,0.6483321203514962,0.40712056256344964,0.663704039002816
-0.170812,-1.867271,-1.771845,2.413155,-3.094555,-0.624884,-2.076114,bad,10.931731962625577,0.2151641490886442,0.39990388046925013,0.3423052520541754,0.5148882547442225,0.40821851477547877,0.3860490763675015,0.6192518268858808
-0.373862,-0.766068,-2.417652,-0.019789,0.215199,-0.588968,3.54347,bad,2.049066232995062,0.46352671033970416,0.4026450501265566,0.7321406447078287,0.4999119343682397,0.4933155144266531,0.3373801876964907,0.4413388461057513
0.113911,-4.077218,1.572995,0.961492,-1.384921,0.495942,-2.870237,bad,-35.793013844141484,0.3434543721813256,0.4854472099691996,0.28721625409270757,0.5358885151057636,0.23744177416714973,0.6381207410944926,0.5130966127016557
-2.348962,-1.494004,-0.145984,-0.083063,-1.701187,3.296392,-0.104389,bad,0.6360273175981561,0.3197219033039928,0.6991822741969508,0.4790855172090382,0.35423485791119236,0.4370632434665511,0.508576159541791,0.43671183210712167
-1.345531,-1.623701,2.044144,1.754813,0.997567,0.43418,1.724026,good,1.2067362253266554,0.5222352791097303,0.48073343002782076,0.6059242439651165,0.4282447280475761,0.4270407266701399,0.6736271667424929,0.5711094990753138
0.094103,0.407294,-0.390132,2.530804,-3.129981,-0.322171,-3.10168,bad,4.328172321817583,0.2125057968078161,0.4230074468595,0.2711608534114579,0.5344275402029935,0.583988701572621,0.49017683616615404,0.6278551010573378
1.636527,-0.331393,-5.286588,0.624402,2.179353,2.365221,-1.377682,bad,-0.2024977284212237,0.6109160081943225,0.6281137339651954,0.3907560827494504,0.6481918149117094,0.5269056320737847,0.12117329184640668,0.4884463590619609
-2.998222,2.071302,0.851704,-2.410529,0.305871,0.472079,-5.9179,good,-0.6908434398787014,0.4703306994439566,0.48362594558752275,0.07579724117626901,0.3063475111133074,0.712577243554028,0.5837632761267822,0.2665121013593508
2.839581,-0.344798,-1.019797,0.894581,-1.300061,0.582379,1.709708,good,-0.121425661039428,0.3498222312269722,0.4920442275009013,0.604930991946459,0.7369252408344256,0.5258697419787486,0.4427244304396258,0.5082036371720179
-0.53025,0.493247,-1.335098,-0.053889,0.91902,-0.616125,-0.461544,bad,-0.9302159358793022,0.5163411449539632,0.4005723821127613,0.4543093665788108,0.4883772542847175,0.5906308396806876,0.4189629207829352,0.4388452282318494
-0.575758,-4.425986,-0.261718,-1.5574,5.079227,-1.727586,1.509036,good,7.687233177828185,0.8285213450094925,0.315743805197751,0.5910102020953608,0.4850207293515965,0.21049023991384608,0.49985428882584837,0.3288985448533116
-2.628374,-0.115458,0.198702,-0.069107,-1.1173,2.095308,0.630104,bad,0.043927538470552516,0.36353654052512696,0.607513518860157,0.5300379306005562,0.3336263199703203,0.5435923107512641,0.5345521625279092,0.4377323872698248
-2.659887,-2.795684,4.230404,0.69755,2.180911,-0.088775,-1.083621,good,1.0510536725808277,0.6110329198652289,0.44082062297423164,0.41115534813975796,0.33130202160041955,0.3364741036749408,0.8383866762335392,0.49379542534466403
2.461236,-1.372054,-4.432615,3.067026,-0.619639,1.440307,0.749383,good,-0.5574654360654566,0.40088081462971714,0.5575227385197683,0.5383124177868559,0.7090197203584286,0.4464871000193036,0.1855298517242791,0.6670672055611334
0.476745,-2.931691,-0.319191,0.730417,-2.869796,-0.001725,-3.048404,bad,-6.149390135187574,0.232029970809602,0.44746442569916,0.27485665551691907,0.5626499936937928,0.3259639728166365,0.4955230458405772,0.49619887809133656
-1.467316,-0.342542,-1.922703,3.071345,-2.648253,-0.118563,0.246718,bad,0.23344800983564548,0.248654465230409,0.4385471526058207,0.5034421128589024,0.41926225487845986,0.5260440775292449,0.374680213522826,0.6673830394496197
-1.468952,-1.95036,-2.214373,0.909759,2.864449,3.965956,-0.558209,bad,1.32772207669141,0.6623253266097866,0.7502845272436361,0.4476036320919048,0.41914158873644997,0.40179769626697814,0.35269956797597724,0.5093135530690878
0.209389,-2.047504,-1.248701,2.054072,-3.07383,0.564986,-0.909613,bad,-9.778469738142883,0.21671934445419952,0.4907167644245696,0.4232264332956835,0.5429306678605436,0.3942907580057187,0.4254739155143477,0.5929932994074549
-2.253728,-0.356549,-2.40045,1.671237,1.082065,1.409128,-1.788595,bad,0.15820409561402263,0.5285759738261933,0.5551431046867925,0.36225069325772097,0.36125901400420557,0.5249616670435179,0.33867655367412597,0.5649978683589142
0.221316,-3.066722,1.52259,2.958682,-3.801872,-1.309669,-0.710313,bad,-13.856756854452456,0.1620873760908879,0.3476399350471927,0.4370520463225327,0.5438103653396096,0.31552926372131285,0.6343221521453758,0.6591443746247689
-0.07437,-4.71475,0.249768,2.935319,1.409755,-2.64381,1.25097,good,63.395858545112276,0.5531656949040619,0.24581604519953384,0.5731079409243279,0.5220015090643433,0.18817559855592048,0.5384005653307185,0.6574359173113388
1.387968,-2.540032,-2.849654,1.081977,0.342862,1.916186,0.628096,bad,-1.8300364273527918,0.4731064886727748,0.5938426259055949,0.5298986339073403,0.6298588958457951,0.3562299689920731,0.3048239328964435,0.5219072739784028
-0.922571,-1.977242,3.451115,3.809666,-4.929679,-5.6114,-1.094247,bad,2.1431868116383455,0.07745720867757733,0.019324574453178034,0.4104182133478698,0.45944090862490017,0.39972035217635826,0.7796584035707415,0.7213739615105328
3.863438,-3.661559,-0.17375,-0.587125,6.497706,-0.803019,3.129404,good,-0.9477462819385222,0.9349634182031021,0.386308317018301,0.7034165288845706,0.8124416675824804,0.26956240385850316,0.5064836762413014,0.3998514798269239
-0.302364,1.724396,-2.442337,3.465108,0.449792,-0.074362,2.493782,bad,-5.703046658993795,0.4811304713236232,0.44192064742769965,0.6593228821040794,0.5051853988067623,0.6857695979510008,0.3355198927216082,0.696177598243791
1.932336,-1.785172,-0.050078,0.777337,0.098892,2.415391,-0.686164,good,-0.9238414023234054,0.45479908151549936,0.6319427929279715,0.4387272832968697,0.6700097432746697,0.41456282965144786,0.5158037653696652,0.4996299792832274
-1.557786,-1.471139,-1.669225,0.306207,2.125749,3.33578,-0.649065,bad,0.9443781109857196,0.6068935863668085,0.7021884327463992,0.44130087294906784,0.4125894762307615,0.43883016827244437,0.3937826583129111,0.46517783298025356
1.006936,0.067631,0.477401,0.574209,0.270918,-1.275529,2.649874,good,0.06716514257112666,0.46770784088606737,0.35024555739100727,0.6701511188757148,0.6017551908199323,0.5577407689094183,0.5555552959775653,0.4847759144301498
-2.10805,0.356467,-1.156193,4.326723,1.561543,-4.630174,-1.376657,good,-0.16909798154692723,0.5645558031861806,0.09421339665387413,0.3908271878841846,0.3720037586470641,0.5800609741678916,0.43244544346802094,0.7591845942678964
0.546078,0.454631,2.023504,0.251399,-1.453234,-1.617009,1.22097,bad,0.8325385750753557,0.33832819312187173,0.3241832282180199,0.5710268150296693,0.5677637746375406,0.5876467343535775,0.6720717084365753,0.4611699089792912
0.153654,-1.16303,-2.760125,0.982071,1.725526,2.387508,0.257694,bad,-7.569148866934801,0.5768610191876214,0.6298147153704853,0.5042035274528948,0.5388198320262397,0.4626397215205954,0.3115709593824168,0.5146014854942372
-0.452303,-0.367928,-1.517538,1.842541,1.201533,0.492245,-0.84472,bad,0.8134546974041736,0.537540802773463,0.4851650486978146,0.4277281167184197,0.4941263763942803,0.5240823389277838,0.4052139957184202,0.5775247515340137
-2.33459,-2.943709,-3.452628,0.762392,4.076462,6.346445,0.726776,bad,1.2609104810694813,0.7532742771812131,0.9319674600967331,0.5367441506835042,0.3552948907919785,0.32503526508354114,0.25938299701697165,0.4985371018895188
0.413824,-1.216512,-1.414262,-0.183651,-0.364973,1.292809,-2.124795,bad,-2.939684503557068,0.4199908451708276,0.5462654425482406,0.3389282090649127,0.5580091414190957,0.4585068252831677,0.41299701471076206,0.42935617126547815
1.164775,-2.340639,-0.490883,2.896871,0.863537,2.694134,-0.201641,good,-2.0095202936189396,0.5121777237492777,0.6532169285161934,0.47233906202546,0.6133968920355184,0.3716383415187068,0.4825841045876902,0.6546243448768584
-2.323341,-2.585399,1.307612,1.118136,1.429309,-0.19874,-3.86199,bad,1.112793601972332,0.554633018917479,0.43242790882550386,0.2184174924458599,0.35612458115351225,0.3527241707122148,0.6181211194084798,0.524551459570849
1.177593,-0.721654,-1.387116,7.619852,1.069288,-3.734805,2.642948,good,-0.6128212378979835,0.5276171930693441,0.1625494679004728,0.6696706562775012,0.6143423068327571,0.49674766830065026,0.4150427739729925,0.9999999999999999
1.517686,-2.032265,-0.499676,1.66358,0.155139,-0.388889,3.793324,good,-1.3390549823876612,0.45901983296188736,0.41791541664466053,0.7494732323506303,0.6394264817927625,0.3954683730119294,0.4819214522192826,0.5644379377999562
1.58122,-1.938301,0.709167,0.961857,-0.913408,3.316931,0.855149,good,-1.2258262607353816,0.3788365112596894,0.7007498452959433,0.5456494964993381,0.6441125469923079,0.40272957233232987,0.5730214950923558,0.5131233039193677
-2.982489,-1.151936,1.184344,2.90277,-1.534326,2.212736,-1.022737,bad,0.38623310932580135,0.33224308322640184,0.6164758217479558,0.41537892377210456,0.3075079270132106,0.46349702586332797,0.6088314762663365,0.6550557188310562
-2.423946,-0.698501,0.14603,0.630106,2.990561,0.779473,3.184188,bad,0.2881668981074661,0.6717887185490345,0.5070867737877139,0.7072169422516701,0.34870427723119884,0.49853684870873455,0.5305827293937383,0.48886347332450447
-2.090905,0.400443,-3.481024,-0.596057,1.387854,4.547881,-0.448345,bad,-0.1915165920976802,0.5515222529884514,0.7946980240926191,0.4552249926015975,0.37326831916342074,0.5834592809802233,0.2572430360647026,0.3991983128225341
3.733161,-2.630307,1.514314,1.7119,-1.67854,-1.70619,-0.510457,bad,-0.7045790417289799,0.3214213247488049,0.31737678398123825,0.45091622954929617,0.8028328515784326,0.3492538422983483,0.6336984615959681,0.5679714162652624
-2.860757,-2.706892,1.453226,1.492804,-0.424134,0.088432,-2.995325,bad,0.9462152849752705,0.4155514283784696,0.45434535990101377,0.27853879156233874,0.3164864910713693,0.3433356294726612,0.6290947873231053,0.5519496654822591
0.135714,-0.753757,-2.196146,1.039276,0.580538,0.227309,2.086619,bad,-5.5540106400224,0.4909415966922551,0.4649446866216328,0.6310776333491823,0.53749663484552,0.49426686414392196,0.35407317933944427,0.5187846940126114
-0.520752,-5.413733,-1.123145,2.98276,0.347232,-2.104365,-0.426704,good,10.395990797923004,0.47343441165214645,0.2869873968474259,0.4567262474511411,0.48907779647103167,0.13416071110358269,0.4349359854299377,0.6609051174742648
2.316231,-3.853372,-1.188447,3.765607,0.940406,-1.025424,2.480452,good,-1.6636389030282384,0.5179459414841329,0.36933399254917176,0.6583981684982194,0.6983246140490498,0.2547397864173132,0.43001473841961674,0.7181520755895285
-2.79746,0.820618,-0.547925,-0.860802,0.219658,1.289711,-1.333122,good,-0.293343962022692,0.4638613118419966,0.546028997966485,0.3938472484116501,0.3211550759068216,0.615928890878155,0.47828534234514436,0.37983840478657627
0.522961,-1.428085,-0.743519,1.786716,-4.207544,-1.825231,-1.43043,bad,-2.730767686309304,0.13164591822186195,0.308291374214688,0.3870969084597352,0.5660587384487615,0.4421572262472062,0.4635451140560151,0.5734424577565775
-0.50387,-0.423417,1.654683,-1.085265,0.079775,-1.754534,2.046076,good,0.8403298469843411,0.45336454980001945,0.3136870884162304,0.6282651304442775,0.4903229589462217,0.5197943489625875,0.6442768592191916,0.36342418341327287
-0.079989,-1.121805,-2.112415,3.120869,-2.889311,3.304889,-1.446176,bad,14.02449086749428,0.23056557333993674,0.6998307795588545,0.38600459484849203,0.5215870695460342,0.4658254409661651,0.3603832607063424,0.6710045623700631
-1.366082,-2.415544,2.057851,0.535387,4.138952,-4.799114,0.755674,good,1.768227675937462,0.7579635007466439,0.08131961110132496,0.5387488298869658,0.42672895183459003,0.3658499530391338,0.6746601447947802,0.4819369926383427
-1.299468,-3.504792,-1.129402,0.555905,-2.80755,1.71463,-3.846642,bad,2.697097581471802,0.236700884716688,0.5784595322579709,0.21948219645356726,0.43164218801053544,0.28167679270807555,0.43446444945028045,0.48343740470686825
-3.658397,-3.330501,-2.032567,0.276463,3.932909,4.95453,2.831483,bad,0.9103716737139245,0.7425021198682304,0.8257341611895681,0.6827494919624837,0.25765510872860226,0.29514537312985323,0.36640071394330465,0.4630027546799211
-3.52359,0.494273,-0.27502,0.04617,-3.12281,-2.132912,-1.668712,good,-0.14027540094051805,0.21304390566023573,0.2848086416907512,0.37056708044536657,0.2675980430843033,0.5907101252634931,0.4988518321211335,0.44616220508946675
-1.529417,-3.397829,-0.380417,0.513619,-0.338819,0.929264,-4.79899,bad,2.2216498181986992,0.4219534304345542,0.5185190753841499,0.15341699366935385,0.41468188318838894,0.2899425079065345,0.4909089717011341,0.48034517228998214
-0.300698,-0.513603,0.921006,1.378172,2.274747,0.745336,-2.934029,good,1.7080359696439618,0.6180743342112964,0.504481380408956,0.28279094799030535,0.5053082776530878,0.512825099868151,0.5889859685452268,0.543567014335012
-1.394876,-2.155464,-2.937887,2.30747,-0.940956,1.328301,-3.125421,bad,1.5452728414568748,0.37676932081673076,0.5489742518108846,0.2695139197492882,0.4246051982324918,0.38594799823995274,0.2981745747227023,0.6115234396423815
-1.783656,-2.933478,0.276864,0.284644,2.38723,1.772527,1.186415,bad,1.6446433617244582,0.6265150116686552,0.5828783288847966,0.5686297048533382,0.39593002543872396,0.32582587989609724,0.5404425565253473,0.4636010035897859
0.611622,-1.654902,1.465394,-0.490341,-1.179293,3.194307,0.062116,good,-2.705759439653904,0.3588846116326362,0.691390974930158,0.4906361127787096,0.5725980910262302,0.4246296258230515,0.6300117842546171,0.4069289669913732
1.999831,0.66999,-2.099616,2.645819,-0.989496,0.37333,-2.397692,bad,0.3350233094696502,0.37312689943945426,0.47608925546364045,0.3199971086224237,0.6749879592006827,0.6042889018266748,0.36134781065098576,0.6362657597015263
-0.267141,-3.384007,4.079123,2.317536,-1.937529,-2.740641,-1.965677,bad,12.667493945145072,0.30198689808874174,0.23842574006848802,0.34996636206845605,0.5077833349436903,0.2910106222589096,0.8269859355369547,0.6122595322382377
3.026625,-0.767463,-3.016153,-0.285969,1.866203,1.471523,0.432627,good,-0.25357056126873995,0.5874173626588025,0.5599051962551085,0.516338780657239,0.7507210097012333,0.49320771385354045,0.2922763431446529,0.4218740013645428
-1.987301,-0.512449,2.029871,-0.899804,1.134417,1.27873,-2.32712,good,0.2578617934575588,0.5325044460953152,0.5451909095377379,0.3248927491770188,0.3809098197604821,0.5129142768297079,0.6725515341649559,0.37698632020247297
1.446052,1.656692,-1.777521,1.708962,-0.34167,-1.322439,-1.158128,bad,1.1456655777247293,0.4217394925823371,0.34666530712304183,0.40598673323864676,0.6341429864280093,0.6805376768025995,0.38562132533337423,0.5677565702443379
-0.986917,1.650287,-1.203167,-0.818642,0.463659,0.711011,-1.65533,good,-1.6721639205728547,0.48217104522635684,0.5018616385533193,0.37149540133611064,0.454694952895213,0.6800427214830391,0.4289054193177221,0.382921423248855
-2.024398,-2.344176,-0.223759,-0.468512,5.812242,0.784823,4.434521,bad,1.157962021302135,0.8835264852209541,0.5074950948052713,0.7939536216932124,0.37817366336064057,0.3713650149042985,0.5027149303875887,0.40852524806378976
-0.63317,-3.72978,-2.160077,-0.588698,3.47628,2.68143,2.786759,bad,5.89064548225595,0.708236869948898,0.6522473378232871,0.6796469494787266,0.4807862033460515,0.26429053081311304,0.3567913879458463,0.39973645164757937
-0.595825,1.53468,-1.769319,0.664502,-0.432874,0.800439,1.645954,bad,-2.5757227373809424,0.41489558241972635,0.5086869342464256,0.6005083219368568,0.4835406514349019,0.6711090291132641,0.3862394391427315,0.49137873667907134
-3.348768,-2.2084,2.573417,1.359634,0.872909,0.625598,-0.129698,good,0.659466406750184,0.5128809947247173,0.49534277442759495,0.477329810033441,0.2804923562129418,0.38185729491501214,0.7135138956159364,0.5422113929817454
-1.571191,1.181532,0.985553,-0.248954,-0.558788,0.147129,-0.450351,good,-0.7519976883777975,0.40544704831798767,0.4588252138762593,0.455085834650108,0.4116007661857477,0.6438190242433056,0.5938503177347645,0.42458078334702015
1.784927,-0.739968,-2.006613,-0.180892,3.004409,0.025625,2.520905,good,-0.41456485335254606,0.6728278666996841,0.4495518237982616,0.6612044280254403,0.6591373255928019,0.49533242837521274,0.3683566424739143,0.4295579276207302
0.410492,-2.26029,-3.335948,-0.285205,-2.733844,2.585986,-3.03692,bad,-5.506294885162195,0.24223175224931145,0.6449628908700641,0.27565331050939446,0.5577633837264449,0.37784742270080696,0.2681761595719355,0.42192987010517796
1.740479,-0.862068,0.931083,2.51176,-0.072284,1.473105,-0.512979,good,-0.49530502809858656,0.4419541057908046,0.5600259371616088,0.45074127623241855,0.6558589828788316,0.48589698036298573,0.589745384889642,0.6264624776323939
